date,content
2026-02-21,"■ 주요 뉴스: 미국 대법원, 상호관세 부과는 위법. 트럼프 대통령은 대안관세 부과 예고 ○ 미국 4분기 GDP 상승률 1.4%로 둔화. 12월 PCE 물가는 예상치 상회 ○ 일본 총리, 식음료 소비세 면제 계획과 적극적 재정정책 강조 ○ 미국, 이란 정권교체 등을 고려한 제한적 공격 검토 ■ 국제금융시장: 미국발 관세부담 완화 기대감과 추가 관세정책 우려 등이 영향 주가 상승[+0.7%], 달러화 약세[-0.1%], 금리 상승[+1bp] ○ 주가: 미국 SP500지수는 관세 하락과 환급 기대감 등으로 상승 유로 Stoxx600지수도 대미 수출부담 완화와 종합 PMI 개선 등을 반영 ○ 환율: 달러화지수는 금리인하 기대감 약화 등이 영향 유로화 가치는 0.1% 상승, 엔화는 약보합 ○ 금리: 미국 10년물 국채 금리는 PCE 물가지수 발표 등으로 상승 독일은 보합, 영국은 2bp 하락 ※ 뉴욕 1M NDF 종가 1445.1원(스왑포인트 감안 시 1446.4원, 0.01% 하락). 한국 CDS 보합"
2026-02-20,"■ 주요 뉴스: 美 트럼프, 이란과 합의 불발 시 나쁜 일 발생. 주간 신규실업급여는 감소 지속 ○ 미국 지역 연은 총재, 연준의 독립성 강조. 옵션 투자자들은 조기 금리인하 기대 ○ 미국 블루아울캐피털, 일부 상품 환매를 중단. 환매 신청 급증 등에 기인 ○ 유로존 2월 소비자신뢰, 전월비 개선. 영란은행 맨 위원은 금리인하에 신중 ■ 국제금융시장: 미국은 이란과의 긴장 고조, AI 투자심리 위축 등으로 위험자산 선호 약화 주가 하락[-0.3%], 달러화 강세[+0.1%], 금리 하락[-2bp] ○ 주가: 미국 SP500지수는 이란發 지정학적 불안 심화, 기술주 매도 증가 등으로 하락 유로 Stoxx600지수는 일부 기업(Airbus, Reno 등) 실적 부진 등으로 0.6% 하락 ○ 환율: 달러화지수는 주간 고용지표 호조에 따른 노동시장 우려 완화 등으로 상승 유로화와 엔화 가치는 모두 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 주가 하락에 따른 안전자산 선호 강화 등이 반영 독일은 유로존 2월 소비자신뢰의 개선 등으로 강보합 마감 ※ 뉴욕 1M NDF 종가 1448.4원(스왑포인트 감안 시 1449.8원, 0.29% 상승). 한국 CDS 상승"
2026-02-19,"■주요 뉴스: 1월 FOMC 의사록, 목표 상회하는 인플레이션 지속 시 금리인상 필요 의견 제기 ○ 미국 1월 산업생산, 1년 만에 최대. 부통령은 對이란 군사력 사용의 정당성 언급 ○ ECB 드 갈로 위원, 필요 시 환율 대응. 라가르드 총재는 조기 퇴진 방안 검토 ○ 일본, 다카이치 2차 내각 출범. 재정지출 확대 및 매파적 안보 기조 지속 예상 ■ 국제금융시장: 미국은 1월 FOMC 의사록, AI發 부정적 여파 우려 완화 등이 영향 주가 상승[+0.6%], 달러화 강세[+0.6%], 금리 상승[+2bp] ○ 주가: 미국 SP500지수는 기술주 강세로 올랐으나 1월 FOMC 의사록에 상승폭 축소 유로 Stoxx600지수는 영국 1월 소비자물가 오름세 둔화 등으로 1.2% 상승 ○ 환율: 달러화지수는 추가 금리인하 시기 불확실하다는 평가 등으로 상승 유로화와 엔화 가치는 각각 0.6%, 1.0% 하락 ○ 금리: 미국 10년물 국채금리는 부진한 20년물 입찰 수요 등으로 상승 독일은 특별한 이슈 부재한 가운데 강보합 마감 ※ 뉴욕 1M NDF 종가 1450.7원(스왑포인트 감안 시 1452.2원, 0.50% 상승). 한국 CDS 강보합"
2026-02-18,"■ 주요 뉴스: 연준 주요 인사, 당분간 정책금리 동결 필요. AI의 생산성 효과는 아직 불분명 ○ 미-이란, 제네바 협상서 주요 원칙 합의에 진전. 협상 타결 전망에는 신중론 유지 ○ 미국 트럼프 대통령, 가스광물자원 등 일본의 대미투자 프로젝트 첫 공개 ○ 영국 실업률 5년 만에 최고치(5.2%) 기록, 영란은행의 추가 금리인하 기대감 상승 ■ 국제금융시장: 제네바 협상 일부 진전, 미국의 양호한 경제지표 등이 영향 미국 주가 상승[+0.1%], 달러화 상승[+0.23%], 금리 상승[+1bp] ○ 주가: SP500은 AI 불확실성으로 하락 출발했으나, 반발 매수세로 상승 전환 유로 Stoxx600은 미국의 철강알루미늄 등 관세 인하 전망 등으로 상승 ○ 환율: 달러화지수, 양호한 경제지표 발표(제조업지수 예상 상회), 파운드화 약세 으로 상승 유로화 가치는 강보합, 엔화 가치는 0.1% 상승 ○ 금리: 미국 10년물 국채금리는 연준 위원의 엇갈린 발언 등이 영향. 소폭 상승 독일은 경제지표 부진 등에 따른 안전자산 수요로 하락 ※ 뉴욕 1M NDF 종가 1443.06원, 전일(16일) 뉴욕 NDF 종가 대비 0.38원 상승"
2026-02-17,"■ 주요 뉴스: 주요 동인 부재 속 제한적 움직임. 재정ㆍ통화정책 기대감 유지 ○ 이란, 對미국 핵 협상 앞두고 호르무즈 해협 군사훈련 실시 ○ 일본 `25.4분기 GDP(+0.2%) 부진, 다카이치 총리와 BOJ 우에다 총재 회동 ○ Goldman Sachs, 지난주(2.9~13일) 헤지펀드의 대규모 亞 주식 순매수 관측 ■ 국제금융시장: 주요국 증시 휴장(음력설 등). 일본 GDP 부진 등에 일부 반응 미국 SP선물 강보합[+0.1%], 달러화 강세[+0.2%], 금리 보합[0bp] ○ 주가: 미국은 휴장(대통령의 날). SP500선물은 금리인하 기대 회복으로 소폭 상승 유로 Stoxx600은 AI에 대한 우려가 일부 희석되면서 소폭 상승(+0%) ○ 환율: 달러화지수, 일본 GDP 성장률 예상치 하회에 따른 엔低로 상승 유로화는 미 달러화 대비 0.1% 약세, 엔화는 0.5% 약세 ○ 금리: 미국 10년물 국채금리는 대통령의 날 휴장으로 불변(4.05%) 독일은 경제지표 부진(유로존 `25.12월 산업생산 1.4% 감소)으로 1bp 하락 ※ 뉴욕 1M NDF 종가 1442.68원, 13일 뉴욕 NDF 종가 대비 2.75원 상승. 한국 CDS는 보합"
2026-02-16,"■ 주요 뉴스: 미국 12월 PCE 인플레이션 및 4분기 GDP, 1월 FOMC 의사록 등에 주목 ○ 트럼프 대통령, 평화위원회 창립 회원국의 지원금은 $50억 상회 ○ ECB, 3분기부터 모든 중앙은행에 레포거래 한도 확대 예정 ○ 시진핑 주석, 춘절 연설에서 안정과 고품질 성장 등을 강조 ■ 국제금융시장: 미국은 AI發 불확실성, 주요 경제지표 혼조 등이 영향 주가 하락[-1.4%], 달러화 약세[-0.7%], 금리 하락[-16bp] ○ 주가: 미국 SP500은 AI 관련 불안이 확대되며 하락 유로 Stoxx600지수는 0.1% 상승 ○ 환율: 달러화지수는 일본 중의원 선거 이후 엔화의 가파른 약세 되돌림 등으로 하락 엔화 가치는 +3.0%, 유로화 가치는 +0.5% ○ 금리: 미국 10년물 국채금리는 경제지표 혼조 속 주가 약세發 위험회피 확대로 하락 독일 10년물 국채금리는 8bp 하락 ※ 원/달러 환율(주간) 1.7% 하락. 한국 CDS 보합"
2026-02-14,"■ 주요 뉴스: 미국 1월 소비자물가지수 상승률(전년 동월비 2.4%) 시장예상 하회 ○ 트럼프 대통령, 철강 및 알루미늄 제품에 대한 일부 관세 완화를 검토 ○ 유로존 `25.4분기 GDP 전기비 0.3% 성장. 속보치와 동일 ○ 중국, 1월 기존주택 가격 하락세 둔화. 신규대출 수요는 기대보다 부진 ■ 국제금융시장: 미국 3대 지수가 높은 변동성을 보이며 혼조 마감 주가 상승[+0.05%], 달러화 액세[-0.04%], 금리 하락[-5bp] ○ 주가: SP500 및 Dow는 CPI에 대한 긍정 평가에도 AI 불안 지속이 반등을 제한 Nasdaq 및 유로 Stoxx600는 AI發 역풍 우려 및 빅테크 약세로 하락 ○ 환율: 달러화지수는 금리인하 기대 증가로 하락 유로화 가치는 약보합, 엔화 가치는 강보함 ○ 금리: 미국 10년물 국채금리는 안정적 CPI 지표, AI 우려 등으로 하락 2년물 국채금리는 `22년래 최저 수준으로 하락 ※ 뉴욕 1M NDF 종가 1439.9원(스왑포인트 감안 시 1441.4원, 0.24% 상승). 한국 CDS 강보합"
2026-02-13,"■ 주요 뉴스: 미국 주간 신규실업급여, 전주 대비 감소. 증시에서는 기술주 불안 증폭 ○ 미국 트럼프, 중국 방문 앞두고 기술규제 보류. 러시아는 미국에 경제 협력 제안 ○ 영국 4/4분기 GDP 성장률, 예상치 하회. 영란은행 부총재는 금리인하 기대 피력 ○ 일본 외환당국, 환율에 경계감 유지. 글로벌 헤지펀드의 엔화 강세 베팅은 증가 ■ 국제금융시장: 미국은 AI의 여타 산업 잠식 우려 등으로 위험자산 선호 약화 주가 하락[-1.6%], 달러화 강세[+0.1%], 금리 하락[-7bp] ○ 주가: 미국 SP500지수는 AI 공포 확산에 소프트웨어 관련주 매도 증가하며 하락 유로 Stoxx600지수는 일부 기업의 실적 부진, 미국 증시 영향 등으로 0.5% 하락 ○ 환율: 달러화지수는 주간 실업급여청구 감소 등 고용 안정 신호로 소폭 상승 유로화 가치는 약보합, 엔화 가치는 0.3% 상승 ○ 금리: 미국 10년물 국채금리는 양호한 30년물 입찰 수요, 1월 소비자물가 전망 등이 배경 독일은 주가 하락에 따른 안전자산 선호 강화 등으로 1bp 하락 ※ 뉴욕 1M NDF 종가 1440.7원(스왑포인트 감안 시 1442.2원, 0.14% 상승). 한국 CDS 강보합"
2026-02-12,"■ 주요 뉴스 : 미국 1월 비농업 고용, 예상치 큰 폭 상회. 금리인하 기대는 다소 약화 ○ 미국 트럼프, USMCA 탈퇴 검토. 의회예산처(CBO)는 급격한 재정적자 증가 경고 ○ 미국 캔자스시티 연은 총재, 금리인하에 부정적. 고물가 장기화 가능성 등을 경계 ○ 중국 1월 소비자물가, 4개월 연속 상승세. 디플레이션 압력 완화는 불분명 ■ 국제금융시장 : 미국은 양호한 1월 고용보고서 결과 및 금리인하 기대 감소 등이 영향 주가 약보합[-0.0%], 달러화 강세[+0.1%], 금리 상승[+3bp] ○ 주가 : 미국 SP500지수는 차익 매물 출회, AI의 부정적 여파 우려 등으로 약보합 유로 Stoxx600지수는 광산 관련주 강세 등으로 0.1% 상승 ○ 환율 : 달러화지수는 연준의 금리동결 기조 강화 예상 등으로 상승 유로화는 0.2% 하락, 엔화 가치는 0.7% 상승 ○ 금리 : 미국 10년물 국채금리는 조기 금리인하 전망 후퇴 등으로 상승 독일은 ECB 금리인하가 예상보다 조기에 시행될 수 있다는 평가 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1446.3원(스왑포인트 감안 시 1447.9원, 0.15% 하락). 한국 CDS 강보합"
2026-02-11,"■ 주요 뉴스: 미국 12월 소매판매, 예상치 하회. 지역 연은 총재들은 추가 금리인하에 신중 ○ 미국 상무장관, 弱달러는 자연스러운 현상. 재무장관은 중국과의 공정한 경쟁 강조 ○ 미국 뉴욕 연은, 가계 부채 연체율 17년 3/4분기 이후 최고. 경제 양극화에 기인 ○ 일본 내각부, 인플레이션 등이 소비에 영향. 1월 공작기계 수주는 큰 폭 증가 ■ 국제금융시장: 미국은 예상치 하회한 12월 소매판매, 1월 고용보고서 경계감 등이 영향 주가 하락[-0.3%], 달러화 강세[+0.1%], 금리 하락[-6bp] ○ 주가: 미국 SP500지수는 소비 둔화 우려, 금융 및 기술주 약세 등으로 하락 유로 Stoxx600지수는 보험은행주 중심 매물 증가하며 0.1% 하락 ○ 환율: 달러화지수는 1월 고용보고서 발표 앞두고 관련 경계감 확산 등으로 상승 유로화 가치는 0.2% 하락, 엔화 가치는 1.0% 상승 ○ 금리: 미국 10년물 국채금리는 소매판매 부진에 따른 금리인하 기대 증가 등이 배경 독일은 미국 국채시장 영향 등으로 3bp 하락 ※ 뉴욕 1M NDF 종가 1457.4원(스왑포인트 감안 시 1459.0원, 0.01% 하락). 한국 CDS 약보합"
2026-02-10,"■ 주요 뉴스: 미국 뉴욕 연은 조사, 인플레이션 기대 하락. 국가경제위원장은 고용 둔화 예상 ○ 미국 재무장관, 양적긴축 결정에 1년 소요. Morgan Stanley는 기술주 주가 상승 전망 ○ 중국 금융당국, 은행에 미국 국채 보유 축소 권고. 변동성 확대 등을 고려 ○ 일본 총리, 2년 동안 식료품 소비세 철폐. 재무상은 환율안정 의지 피력 ■ 국제금융시장: 미국은 기술주 신뢰 회복, 1월 고용 및 물가 지표 전망 등이 영향 주가 상승[+0.5%], 달러화 약세[-0.8%], 금리 약보합[-0bp] ○ 주가: 미국 SP500지수는 소프트웨어 관련주 반등, 인플레이션 완화 전망 등으로 상승 유로 Stoxx600지수는 양호한 기업실적, 기술주 강세 등으로 0.7% 상승 ○ 환율: 달러화지수는 금리인하 여건 조성 기대, 유로화 강세 등으로 하락 유로화와 엔화 가치는 각각 0.8%, 0.9% 상승 ○ 금리: 미국 10년물 국채금리는 고용 둔화 가능성, 중국의 비중 축소 지시 등이 상충 독일은 미국 국채시장의 영향 등으로 약보합 ※ 뉴욕 1M NDF 종가 1457.7원(스왑포인트 감안 시 1459.3원, 0.06% 하락). 한국 CDS 강보합"
2026-02-09,"■ 주요 뉴스 : 미국 1월 비농업 고용, 전월비 개선 예상. 1월 소비자물가는 상승세 둔화 전망 ○ 미국 샌프란시스코 연은 총재, 고용 여건 취약. 연내 1~2회 추가 금리인하 예상 ○ ECB 주요 인사, 인플레이션 둔화 가능성 경계. 미국은 6월까지 러-우 종전 요구 ○ 일본 자민당, 중의원 선거에서 압승. 기존 정책 유지소비세율 인하 추진 예상 ■ 국제금융시장(주간) : 미국은 부진한 12월 구인건수, 이란과의 지정학적 갈등 등이 영향 주가 하락[-0.1%], 달러화 강세[+0.7%], 금리 하락[-3bp] ○ 주가 : 미국 SP500지수는 AI 과잉 투자 및 미래 소프트웨어 산업 우려 등으로 하락 유로 Stoxx600지수는 일부 양호한 기업실적 등으로 1.0% 상승 ○ 환율 : 달러화지수는 예상치 상회한 1월 ISM 제조업 PMI, 엔화 약세 등이 배경 유로화와 엔화 가치는 각각 0.3%, 1.6% 하락 ○ 금리 : 미국 10년물 국채 금리는 고용 둔화 등으로 인한 금리인하 기대 부각 등이 원인 독일은 낮은 수준의 유로존 1월 소비자물가 상승률 등으로 약보합 ※ 원/달러 환율(주간) 1.3% 상승, 한국 CDS 강보합"
2026-02-07,"■ 주요 뉴스: 애틀란타 연은 총재, 연준 신뢰 유지 위한 역할 강조. 美 2월 소비심리 개선 ○ 이란, 미국의 우라늄 농축 중단 요구 거부. 미국은 對이란 추가 제재 ○ 젠슨 황, 천문학적 AI 인프라 지출에 대한 우려 일축 ○ EU, 에너지금융무역을 겨냥한 신규 對러시아 제재안 공개 ■ 국제금융시장: 미국은 빅테크 주가 반등 등 위험선호 심리 회복 등이 영향 주가 상승[+2.0%], 달러화 약세[-0.2%], 금리 상승[+3bp] ○ 주가: 미국 SP500지수는 빅테크 랠리로 반등. 다우지수는 첫 5만 돌파 유로 Stoxx600지수도 기업 실적 호조 등으로 상승 ○ 환율: 달러화지수는 주가 상승에 따른 위험선호 심리 회복 등으로 소폭 하락 유로화 가치는 0.3% 상승, 엔화 가치는 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 고용지표 발표 연기 속 상승 독일 금리는 보합세 ※ 뉴욕 1M NDF 종가 1463.7원(스왑포인트 감안 시 1465.1원, 0.3% 하락). 한국 CDS 상승"
2026-02-06,"■ 주요 뉴스: 미국 12월 구인건수,20년 9월 이후 최저. 美-이란 회담은 6일 개최 확정 ○ 백악관, 한국의 관세 인상 시점은 미정. Amazon의 분기 이익은 예상 하회 ○ ECB와 영란은행, 주요 정책금리 동결. 향후 금리 전망은 다소 상이 ○ 비트코인, 6.5만달러선 붕괴. 미국 재무장관은 암호화폐 구제금융에 회의적 ■ 국제금융시장: 미국은 부진한 12월 구인건수, 증시 기술주 약세 등이 영향 주가 하락[-1.2%], 달러화 강세[+0.4%], 금리 하락[-9bp] ○ 주가: 미국 SP500지수는 AI 관련 자본지출 부담 우려 등으로 3일 연속 하락 유로 Stoxx600지수는 일부 저조한 기업 실적 등으로 1.1% 하락 ○ 환율: 달러화지수는 안전자산 선호 강화 등으로 상승 유로화와 엔화 가치는 각각 0.3%, 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 고용 둔화 및 이에 따른 금리인하 기대 등이 반영 독일은 최근의 역내 인플레이션 둔화 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1470.5원(스왑포인트 감안 시 1471.8원, 0.19% 상승). 한국 CDS 강보합"
2026-02-05,"■ 주요 뉴스 : 미국 트럼프, 워시 지명자에 금리인하 기대. 1월 민간고용은 예상치 하회 ○ 미국 부통령, 핵심광물 무역블럭 창설 제안. 재무장관은 强달러 기조 강조 ○ 미국, 이란과 상이한 협의 의제 요구. 분기 국채발행 규모는 현행 수준 유지 시사 ○ 유로존 1월 소비자물가 상승률, 16개월 만에 최저. ECB 추가완화 논의 기대 증가 ■ 국제금융시장 : 미국은 對이란 긴장 고조, AMD 실적 전망에 대한 실망 등이 영향 주가 하락[-0.5%], 달러화 강세[+0.2%], 금리 상승[+1bp] ○ 주가 : 미국 SP500지수는 반도체 중심 기술주 매도 지속되며 2거래일 연속 하락 유로 Stoxx600지수는 화학 및 보험 관련주 강세 등으로 강보합 마감 ○ 환율 : 달러화지수는 엔화 약세, 재무장관의 달러화 강세 지지 발언 등으로 상승 유로화와 엔화 가치는 각각 0.1%, 0.7% 하락 ○ 금리 : 미국 10년물 국채금리는 양호한 1월 ISM 서비스업 PMI 등이 반영 독일은 유로존 1월 소비자물가 상승률 둔화 등으로 3bp 하락 ※ 뉴욕 1M NDF 종가 1460.9원(스왑포인트 감안 시 1462.3원, 0.84% 상승). 한국 CDS 강보합"
2026-02-04,"■ 주요 뉴스: 미국 리치몬드 연은 총재, 물가는 목표치 상회. 이란은 對美 회담 방식 변경 요구 ○ 미국 하원, 수정된 연방정부 예산안 승인. 부분적 셧다운 곧 종료될 전망 ○ EU, 핵심광물 협력 방안을 미국에 제안할 계획. 중국 영향력 억제가 목적 ○ 호주 중앙은행, 금리 0.25%p 인상. 인플레이션의 목표 상회 가능성 등을 고려 ■ 국제금융시장: 미국은 중동發 지정학적 긴장 고조, AI 관련 일부 부정적 시각 등이 영향 주가 하락[-0.8%], 달러화 약세[-0.3%], 금리 하락[-1bp] ○ 주가: 미국 SP500지수는 AI의 소프트웨어 산업 영향 우려, 기술주 매도 등으로 하락 유로 Stoxx600지수는 광산 관련주 강세, 금 매도 일부 진정 등으로 0.1% 상승 ○ 환율: 달러화지수는 최근 상승에 따른 차익 매물 등으로 하락 유로화 가치는 0.2% 상승, 엔화 가치는 0.1% 하락 ○ 금리: 미국 10년물 국채금리는 안전자산 선호에 따른 매수세 유입 등을 반영 독일은 인프라 개선, 국방비 확대를 위한 국채발행 증가 전망 등으로 2bp 상승 ※ 뉴욕 1M NDF 종가 1448.2원(스왑포인트 감안 시 1449.7원, 0.30% 상승). 한국 CDS 강보합"
2026-02-03,"■ 주요 뉴스 : 미국, 1월 ISM 제조업 PMI 전월비 큰 폭 상승. 정부는 핵심광물 비축 시작 ○ 미국 트럼프, 인도와 무역협정 타결. 애틀랜타 연은 총재는 양호한 경제 성장 예상 ○ ECB 조사, 기업 대출 여건 악화. 이란은 對美 대응에서 외교적 성과 기대 ○ 중국 시진핑, 위안화의 기축통화 지위 촉구. 1월 레이팅독 제조업 PMI는 상승 ■ 국제금융시장 : 미국은 1월 ISM 제조업 PMI 호조, 이란과의 지정학적 상황 등이 영향 주가 상승[+0.5%], 달러화 강세[+0.6%], 금리 상승[+4bp] ○ 주가 : 미국 SP500지수는 양호한 제조업 지표 및 기업실적 기대 등으로 상승 유로 Stoxx600지수는 미국 증시 영향, 반도체 관련주 강세 등으로 1.0% 상승 ○ 환율 : 달러화지수는 예상치 큰 폭 상회한 1월 ISM 제조업 PMI 등이 반영 유로화와 엔화 가치는 각각 0.5%, 0.6% 하락 ○ 금리 : 미국 10년물 국채금리는 이란과의 긴장 완화 가능성, 주가 상승 등이 원인 독일은 미국 국채시장 영향 등으로 3bp 상승 ※ 뉴욕 1M NDF 종가 1452.7원(스왑포인트 감안 시 1454.2원, 0.70% 하락). 한국 CDS 하락"
2026-02-02,"■ 주요 뉴스 : 미국 트럼프, 차기 연준 의장 지명자와 금리인하 미논의. 이란과는 협상 진행 ○ 미국, 12월 고용보고서 발표. 유로화 강세 속 ECB의 1월 통화정책회의도 관심 ○ 중국 1월 제조업 및 비제조업 PMI, 모두 전월비 하락. 수요 부진 등에 기인 ○ OPEC+, 3월에도 기존의 산유량 유지. 이후에는 유연하게 대응할 방침 ■ 국제금융시장(주간) : 미국은 차기 연준 의장 지명, 1월 FOMC 결과 등이 영향 주가 상승[+0.3%], 달러화 약세[-0.6%], 금리 상승[+1bp] ○ 주가 : 미국 SP500지수는 반도체 관련주 강세, 일부 기업의 양호한 실적 등이 반영 유로 Stoxx600지수는 인도와의 무역협정, 양호한 4/4분기 GDP 등으로 0.4% 상승 ○ 환율 : 달러화지수는 주중반까지 디베이스먼트 거래로 하락했고, 이후 낙폭 축소 유로화와 엔화 가치는 각각 0.2%, 0.6% 상승 ○ 금리 : 미국 10년물 국채 금리는 워시 차기 연준 의장 지명, 5년물 입찰 부진 등으로 상승 독일은 역내 인플레이션 완화 가능성 등으로 6bp 하락 ※ 원/달러 환율(주간) 1.32% 하락, 한국 CDS 상승"
2026-01-31,"■ 주요 뉴스: 미국 트럼프, 케빈 워시 연준 의장으로 지명. 달러인덱스 상승, 금 가격 하락 ○ 유로존 4/4분기 GDP 예상치 상회, 소비와 투자 확대 등이 기여 ○ 세인트루이스 연은 총재 등, 추가 금리인하 신중할 필요 ○ 미국 12월 생산자물가 전월비 0.5% 상승, 인플레 우려 확대 ■ 국제금융시장: 차기 연준의장 지명과 미국 정부 셧다운 우려 등을 반영 주가 하락[-0.4%], 달러화 강세[+0.9%], 금리 상승[+1bp] ○ 주가: 미국 SP500지수는 물가 상승과 IT기업 실적 부진 등으로 하락 유로 Stoxx600지수는 예상보다 견조한 GDP 발표 등으로 ○ 환율: 달러화지수는 금리인하 기대감 약화 등이 영향 유로화와 엔화 가치는 각각 1.0%, 1.1% 하락 ○ 금리: 미국 10년물 국채 금리는 연준 의사의 매파적 발언 등으로 상승 독일은 보합, 영국은 1bp 상승 ※ 뉴욕 1M NDF 종가 1449.3원(스왑포인트 감안 시 1450.8원, 0.78% 상승). 한국 CDS 보합"
2026-01-30,"■ 주요 뉴스 : 미국 트럼프, 다음 주 차기 연준 의장 발표. 셧다운 방지 위해 민주당과 협상 지속 ○ 미국 재무부, 한국중국일본 등 10개국을 환율관찰 대상국으로 지정 ○ 미국 11월 무역적자, 전월비 대폭 증가. 주간 신규실업급여는 고용 안정화 시사 ○ 중국, 부동산 업체의 재무 보고 기준 완화. 추가 규제 완화 조치 기대도 증가 ■ 국제금융시장 : 미국은 AI 과잉 투자 우려, 이란과의 긴장 고조 등이 영향 주가 하락[-0.1%], 달러화 약세[-0.3%], 금리 하락[-1bp] ○ 주가 : 미국 SP500지수는 MS 등 일부 빅테크의 실적 관련 부정적 내용 등으로 하락 유로 Stoxx600지수는 소프트웨어 업체 SAP의 실적 부진 등으로 0.2% 하락 ○ 환율 : 달러화지수는 지정학적 갈등 증폭, 셧다운 가능성 등의 불확실성 증가가 배경 유로화와 엔화 가치는 각각 0.1%, 0.2% 상승 ○ 금리 : 미국 10년물 국채금리는 주가 조정으로 인한 안전자산 선호 강화 등으로 하락 독일은 미국 국채시장 영향 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1430.2원(스왑포인트 감안 시 1431.7원, 0.38% 상승). 한국 CDS 상승"
2026-01-29,"■ 주요 뉴스: 1월 FOMC, 금리 동결. 향후 추가적인 정책 조정에는 신중한 입장 ○ 미국 재무장관, 强달러 정책 강조. 엔화 강세 유도 위한 시장 개입설도 부인 ○ 미국 트럼프, 이란에 핵 협상 요구군사 공격 경고. 이란 리알화 가치는 사상 최저 ○ 독일 2월 GfK 소비자신뢰, 예상치 상회. 중국은 Nvidia의 AI칩 H200 수입 승인 ■ 국제금융시장: 미국은 1월 FOMC 결과, 베센트 재무장관의 환율 관련 발언 등이 영향 주가 약보합[-0.01%], 달러화 강세[+0.1%], 금리 강보합[+0.00bp] ○ 주가: 미국 SP500지수는 예상에 부합한 1월 FOMC, 일부 기술주 약세로 약보합 유로 Stoxx600지수는 LVMH의 실적 부진 등으로 0.8% 하락 ○ 환율: 달러화지수는 베센트 장관의 美日 외환시장 공조 가능성 일축 등이 반영 유로화와 엔화 가치는 각각 0.7%, 0.8% 하락 ○ 금리: 미국 10년물 국채금리는 당분간 금리인하 어렵다는 평가 등으로 강보합 독일은 유로화 강세로 인한 수입물가 둔화 전망 등으로 2bp 하락 ※ 뉴욕 1M NDF 종가 1429.2원(스왑포인트 감안 시 1430.8원, 0.59% 상승). 한국 CDS 강보합"
2026-01-28,"■ 주요 뉴스 : 미국 달러화지수, 4년 만에 최저. 트럼프는 달러화를 시장 자율에 맡긴다고 언급 ○ 미국 트럼프, 한국과 협의하여 관세 해결책 마련할 방침 ○ EU, 인도와 자유무역협정(FTA) 체결. 글로벌 GDP 25% 차지하는 세계 최대 규모 ○ 중국 25년 공업부문 기업이익, 4년 만에 증가 전환. 과잉경쟁 억제 등이 반영 ■ 국제금융시장 : 미국은 빅테크의 양호한 실적 발표 기대, 달러화 약세 등이 영향 주가 상승[+0.4%], 달러화 약세[-1.3%], 금리 상승[+3bp] ○ 주가 : 미국 SP500지수는 반도체 관련주, 대형 기술주 강세 지속되며 상승 유로 Stoxx600지수는 EU-인도 간 자유무역협정 체결 등으로 0.6% 상승 ○ 환율 : 달러화지수는 美日 당국의 시장 개입 가능성, 트럼프 발언 등으로 4년래 최저 유로화와 엔화 가치는 각각 1.4%, 1.3% 상승 ○ 금리 : 미국 10년물 국채금리는 예상보다 저조한 5년물 입찰 수요 등으로 상승 독일은 영란은행 금리인하 신중론과 미국 국채시장 영향 등으로 1bp 상승 ※ 뉴욕 1M NDF 종가 1426.9원(스왑포인트 감안 시 1428.5원, 1.22% 하락). 한국 CDS 강보합"
2026-01-27,"■ 주요 뉴스: 미국 11월 내구재 수주, 6개월래 최대폭 증가. 금은 강세 및 달러화 약세 지속 ○ 미국 트럼프, 對韓 자동차 및 상호관세 25%(현재 15%) 상향 예고. 국회 승인 요구 ○ EU, 러시아産 LNG 수입 금지 승인. 독일 1월 Ifo 경기기대지수는 전월비 하락 ○ 중국 상무부, 내수 확대 강조. 인민은행은 본토홍콩 간 금융 연계 강화 계획 ■ 국제금융시장: 미국은 1월 FOMC 경계감 및 빅테크 실적 전망 등이 영향 주가 상승[+0.5%], 달러화 약세[-0.6%], 금리 하락[-1bp] ○ 주가: 미국 SP500지수는 빅테크 실적 양호할 것이라는 기대 등으로 상승 유로 Stoxx600지수는 은행 및 광산 관련주 강세 등으로 0.2% 상승 ○ 환율: 달러화지수는 디베이스먼트 트레이드, 1월 FOMC 경계감 등으로 하락 유로화와 엔화 가치는 각각 0.4%, 1.0% 상승 ○ 금리: 미국 10년물 국채금리는 정치적 긴장, 양호한 2년물 입찰 수요 등이 반영 독일은 1월 Ifo 경기기대지수 부진, 국채공급 속도 조절 전망 등으로 4bp 하락 ※ 뉴욕 1M NDF 종가 1445.8원(스왑포인트 감안 시 1447.4원, 0.48% 상승). 한국 CDS 약보합"
